title,manufacturer,report_date,year_folder,page_url,slug,local_path
"Cruise November 16, 2022 (PDF)",Cruise,2022-11-16,2022,https://www.dmv.ca.gov/portal/file/cruise_111622-pdf/,cruise_111622-pdf,reports/2022/cruise_111622-pdf.pdf
"Mercedes Benz November 17, 2022 (PDF)",Mercedes Benz,2022-11-17,2022,https://www.dmv.ca.gov/portal/file/mercedes-benz_111722-pdf/,mercedes-benz_111722-pdf,reports/2022/mercedes-benz_111722-pdf.pdf
"Mercedes Benz November 19, 2022 (PDF)",Mercedes Benz,2022-11-19,2022,https://www.dmv.ca.gov/portal/file/mercedes-benz_111922-pdf/,mercedes-benz_111922-pdf,reports/2022/mercedes-benz_111922-pdf.pdf
"Zoox November 20, 2022 (PDF)",Zoox,2022-11-20,2022,https://www.dmv.ca.gov/portal/file/zoox_112022-pdf/,zoox_112022-pdf,reports/2022/zoox_112022-pdf.pdf
"Zoox November 28, 2022 (PDF)",Zoox,2022-11-28,2022,https://www.dmv.ca.gov/portal/file/zoox_112822-pdf/,zoox_112822-pdf,reports/2022/zoox_112822-pdf.pdf
"Waymo December 1, 2022 (PDF)",Waymo,2022-12-01,2022,https://www.dmv.ca.gov/portal/file/waymo_120122-pdf/,waymo_120122-pdf,reports/2022/waymo_120122-pdf.pdf
"Waymo December 12, 2022 (PDF)",Waymo,2022-12-12,2022,https://www.dmv.ca.gov/portal/file/waymo_121222-pdf/,waymo_121222-pdf,reports/2022/waymo_121222-pdf.pdf
"Waymo December 13, 2022 (1) (PDF)",Waymo,2022-12-13,2022,https://www.dmv.ca.gov/portal/file/waymo_121322_1-pdf/,waymo_121322_1-pdf,reports/2022/waymo_121322_1-pdf.pdf
"Waymo December 13, 2022 (2) (PDF)",Waymo,2022-12-13,2022,https://www.dmv.ca.gov/portal/file/waymo_121322_2-pdf/,waymo_121322_2-pdf,reports/2022/waymo_121322_2-pdf.pdf
"Cruise December 14, 2022 (PDF)",Cruise,2022-12-14,2022,https://www.dmv.ca.gov/portal/file/cruise_121422-pdf/,cruise_121422-pdf,reports/2022/cruise_121422-pdf.pdf
"Waymo December 17, 2022 (PDF)",Waymo,2022-12-17,2022,https://www.dmv.ca.gov/portal/file/waymo_121722-pdf/,waymo_121722-pdf,reports/2022/waymo_121722-pdf.pdf
"Cruise December 18, 2022 (PDF)",Cruise,2022-12-18,2022,https://www.dmv.ca.gov/portal/file/cruise_121822-pdf/,cruise_121822-pdf,reports/2022/cruise_121822-pdf.pdf
"Apple December 20, 2022 (PDF)",Apple,2022-12-20,2022,https://www.dmv.ca.gov/portal/file/apple_122022-pdf/,apple_122022-pdf,reports/2022/apple_122022-pdf.pdf
"Cruise December 21, 2022 (PDF)",Cruise,2022-12-21,2022,https://www.dmv.ca.gov/portal/file/cruise_122122-pdf/,cruise_122122-pdf,reports/2022/cruise_122122-pdf.pdf
"Cruise December 28, 2022 (PDF)",Cruise,2022-12-28,2022,https://www.dmv.ca.gov/portal/file/cruise_122822-pdf/,cruise_122822-pdf,reports/2022/cruise_122822-pdf.pdf
Waymo December 29. 2022 (PDF),Waymo,2022-12-29,2022,https://www.dmv.ca.gov/portal/file/waymo_122922-pdf/,waymo_122922-pdf,reports/2022/waymo_122922-pdf.pdf
"Zoox January 1, 2023 (PDF)",Zoox,2023-01-01,2023,https://www.dmv.ca.gov/portal/file/zoox_010123-pdf/,zoox_010123-pdf,reports/2023/zoox_010123-pdf.pdf
"Waymo January 22, 2023 (PDF)",Waymo,2023-01-22,2023,https://www.dmv.ca.gov/portal/file/waymo_012223-pdf/,waymo_012223-pdf,reports/2023/waymo_012223-pdf.pdf
"Cruise January 25, 2023 (PDF)",Cruise,2023-01-25,2023,https://www.dmv.ca.gov/portal/file/cruise_012523-pdf/,cruise_012523-pdf,reports/2023/cruise_012523-pdf.pdf
"Zoox January 30, 2023 (PDF)",Zoox,2023-01-30,2023,https://www.dmv.ca.gov/portal/file/zoox_013023-pdf/,zoox_013023-pdf,reports/2023/zoox_013023-pdf.pdf
"Mercedes Benz February 2, 2023 (PDF)",Mercedes Benz,2023-02-02,2023,https://www.dmv.ca.gov/portal/file/mercedes-benz_020223-pdf/,mercedes-benz_020223-pdf,reports/2023/mercedes-benz_020223-pdf.pdf
"Zoox February 7, 2023 (PDF)",Zoox,2023-02-07,2023,https://www.dmv.ca.gov/portal/file/zoox_020723-pdf/,zoox_020723-pdf,reports/2023/zoox_020723-pdf.pdf
"Zoox February 8, 2023 (PDF)",Zoox,2023-02-08,2023,https://www.dmv.ca.gov/portal/file/zoox_020823-pdf/,zoox_020823-pdf,reports/2023/zoox_020823-pdf.pdf
"Mercedes Benz February 9, 2023 (PDF)",Mercedes Benz,2023-02-09,2023,https://www.dmv.ca.gov/portal/file/mercedes-benz_020923-pdf/,mercedes-benz_020923-pdf,reports/2023/mercedes-benz_020923-pdf.pdf
"Zoox February 11, 2023 (PDF)",Zoox,2023-02-11,2023,https://www.dmv.ca.gov/portal/file/zoox_021123-pdf/,zoox_021123-pdf,reports/2023/zoox_021123-pdf.pdf
"Waymo February 15, 2023 (PDF)",Waymo,2023-02-15,2023,https://www.dmv.ca.gov/portal/file/waymo_021523-pdf/,waymo_021523-pdf,reports/2023/waymo_021523-pdf.pdf
"Apple February 21, 2023 (PDF)",Apple,2023-02-21,2023,https://www.dmv.ca.gov/portal/file/apple_022123-pdf/,apple_022123-pdf,reports/2023/apple_022123-pdf.pdf
"Zoox February 23, 2023 (PDF)",Zoox,2023-02-23,2023,https://www.dmv.ca.gov/portal/file/zoox_022323-pdf/,zoox_022323-pdf,reports/2023/zoox_022323-pdf.pdf
"Waymo February 24, 2023 (PDF)",Waymo,2023-02-24,2023,https://www.dmv.ca.gov/portal/file/waymo_022423-pdf/,waymo_022423-pdf,reports/2023/waymo_022423-pdf.pdf
"Waymo February 25, 2023 (1) (PDF)",Waymo,2023-02-25,2023,https://www.dmv.ca.gov/portal/file/waymo_022523_1-pdf/,waymo_022523_1-pdf,reports/2023/waymo_022523_1-pdf.pdf
"Waymo February 25, 2023 (2) (PDF)",Waymo,2023-02-25,2023,https://www.dmv.ca.gov/portal/file/waymo_022523_2-pdf/,waymo_022523_2-pdf,reports/2023/waymo_022523_2-pdf.pdf
"Waymo March 1, 2023 (PDF)",Waymo,2023-03-01,2023,https://www.dmv.ca.gov/portal/file/waymo_030123-pdf/,waymo_030123-pdf,reports/2023/waymo_030123-pdf.pdf
"Cruise March 3, 2023 (PDF)",Cruise,2023-03-03,2023,https://www.dmv.ca.gov/portal/file/cruise_030323-pdf/,cruise_030323-pdf,reports/2023/cruise_030323-pdf.pdf
"Cruise March 6, 2023 (PDF)",Cruise,2023-03-06,2023,https://www.dmv.ca.gov/portal/file/cruise_030623-pdf/,cruise_030623-pdf,reports/2023/cruise_030623-pdf.pdf
"WeRide Corp March 9, 2023 (PDF)",WeRide Corp,2023-03-09,2023,https://www.dmv.ca.gov/portal/file/weride_030923-pdf/,weride_030923-pdf,reports/2023/weride_030923-pdf.pdf
"Waymo March 12, 2023 (PDF)",Waymo,2023-03-12,2023,https://www.dmv.ca.gov/portal/file/waymo_031223-pdf/,waymo_031223-pdf,reports/2023/waymo_031223-pdf.pdf
"Waymo March 16, 2023 (1) (PDF)",Waymo,2023-03-16,2023,https://www.dmv.ca.gov/portal/file/waymo_031623_1-pdf/,waymo_031623_1-pdf,reports/2023/waymo_031623_1-pdf.pdf
"Waymo March 16, 2023 (2) (PDF)",Waymo,2023-03-16,2023,https://www.dmv.ca.gov/portal/file/waymo_031623_2-pdf/,waymo_031623_2-pdf,reports/2023/waymo_031623_2-pdf.pdf
"Zoox March 16, 2023 (PDF)",Zoox,2023-03-16,2023,https://www.dmv.ca.gov/portal/file/zoox_031623-pdf/,zoox_031623-pdf,reports/2023/zoox_031623-pdf.pdf
"Cruise March 18, 2023 (PDF)",Cruise,2023-03-18,2023,https://www.dmv.ca.gov/portal/file/cruise_031823-pdf/,cruise_031823-pdf,reports/2023/cruise_031823-pdf.pdf
"Waymo March 20, 2023 (1) (PDF)",Waymo,2023-03-20,2023,https://www.dmv.ca.gov/portal/file/waymo_032023_1-pdf/,waymo_032023_1-pdf,reports/2023/waymo_032023_1-pdf.pdf
"Waymo March 20, 2023 (2) (PDF)",Waymo,2023-03-20,2023,https://www.dmv.ca.gov/portal/file/waymo_032023_2-pdf/,waymo_032023_2-pdf,reports/2023/waymo_032023_2-pdf.pdf
"Cruise March 21, 2023 (1) (PDF)",Cruise,2023-03-21,2023,https://www.dmv.ca.gov/portal/file/cruise_032123-pdf/,cruise_032123-pdf,reports/2023/cruise_032123-pdf.pdf
"Cruise March 21, 2023 (2) (PDF)",Cruise,2023-03-21,2023,https://www.dmv.ca.gov/portal/file/cruise_032221_2-pdf/,cruise_032221_2-pdf,reports/2023/cruise_032221_2-pdf.pdf
"Cruise March 22, 2023 (1) (PDF)",Cruise,2023-03-22,2023,https://www.dmv.ca.gov/portal/file/cruise_032223_1-pdf/,cruise_032223_1-pdf,reports/2023/cruise_032223_1-pdf.pdf
"Cruise March 22, 2023 (2) (PDF)",Cruise,2023-03-22,2023,https://www.dmv.ca.gov/portal/file/cruise_032223_2-pdf/,cruise_032223_2-pdf,reports/2023/cruise_032223_2-pdf.pdf
"Cruise March 22, 2023 (3) (PDF)",Cruise,2023-03-22,2023,https://www.dmv.ca.gov/portal/file/cruise_032223_3-pdf/,cruise_032223_3-pdf,reports/2023/cruise_032223_3-pdf.pdf
"Cruise March 23, 2023 (PDF)",Cruise,2023-03-23,2023,https://www.dmv.ca.gov/portal/file/cruise_032323-pdf/,cruise_032323-pdf,reports/2023/cruise_032323-pdf.pdf
"Waymo April 3, 2023 (PDF)",Waymo,2023-04-03,2023,https://www.dmv.ca.gov/portal/file/waymo_040323-pdf/,waymo_040323-pdf,reports/2023/waymo_040323-pdf.pdf
"Waymo April 5, 2023 (PDF)",Waymo,2023-04-05,2023,https://www.dmv.ca.gov/portal/file/waymo_040523-pdf/,waymo_040523-pdf,reports/2023/waymo_040523-pdf.pdf
"Waymo April 6, 2023 (PDF)",Waymo,2023-04-06,2023,https://www.dmv.ca.gov/portal/file/waymo_040623-pdf/,waymo_040623-pdf,reports/2023/waymo_040623-pdf.pdf
"Cruise April 9, 2023 (PDF)",Cruise,2023-04-09,2023,https://www.dmv.ca.gov/portal/file/cruise_040923-pdf/,cruise_040923-pdf,reports/2023/cruise_040923-pdf.pdf
"Zoox April 11, 2023 (1) (PDF)",Zoox,2023-04-11,2023,https://www.dmv.ca.gov/portal/file/zoox_041123-pdf/,zoox_041123-pdf,reports/2023/zoox_041123-pdf.pdf
"Zoox April 11, 2023 (2) (PDF)",Zoox,2023-04-11,2023,https://www.dmv.ca.gov/portal/file/zoox_041123_2-pdf/,zoox_041123_2-pdf,reports/2023/zoox_041123_2-pdf.pdf
"Cruise April 12, 2023 (PDF)",Cruise,2023-04-12,2023,https://www.dmv.ca.gov/portal/file/cruise_041223-pdf/,cruise_041223-pdf,reports/2023/cruise_041223-pdf.pdf
"Waymo April 12, 2023 (PDF)",Waymo,2023-04-12,2023,https://www.dmv.ca.gov/portal/file/waymo_041223-pdf/,waymo_041223-pdf,reports/2023/waymo_041223-pdf.pdf
"Cruise April 21, 2023 (PDF)",Cruise,2023-04-21,2023,https://www.dmv.ca.gov/portal/file/cruise_042123-pdf/,cruise_042123-pdf,reports/2023/cruise_042123-pdf.pdf
"Cruise April 22, 2023 (PDF)",Cruise,2023-04-22,2023,https://www.dmv.ca.gov/portal/file/cruise_042223-pdf/,cruise_042223-pdf,reports/2023/cruise_042223-pdf.pdf
"Mercedes Benz April 26, 2023 (PDF)",Mercedes Benz,2023-04-26,2023,https://www.dmv.ca.gov/portal/file/mercedesbenz_042623-pdf/,mercedesbenz_042623-pdf,reports/2023/mercedesbenz_042623-pdf.pdf
"Waymo April 28, 2023 (PDF)",Waymo,2023-04-28,2023,https://www.dmv.ca.gov/portal/file/waymo_042823-pdf/,waymo_042823-pdf,reports/2023/waymo_042823-pdf.pdf
"Waymo April 30, 2023 (PDF)",Waymo,2023-04-30,2023,https://www.dmv.ca.gov/portal/file/waymo_043023-pdf/,waymo_043023-pdf,reports/2023/waymo_043023-pdf.pdf
"Cruise May 1, 2023 (PDF)",Cruise,2023-05-01,2023,https://www.dmv.ca.gov/portal/file/cruise_050123-pdf/,cruise_050123-pdf,reports/2023/cruise_050123-pdf.pdf
"WeRide Corp May 1, 2023 (PDF)",WeRide Corp,2023-05-01,2023,https://www.dmv.ca.gov/portal/file/weride_050123-pdf/,weride_050123-pdf,reports/2023/weride_050123-pdf.pdf
"Cruise May 3, 2023 (PDF)",Cruise,2023-05-03,2023,https://www.dmv.ca.gov/portal/file/cruise_050323-pdf/,cruise_050323-pdf,reports/2023/cruise_050323-pdf.pdf
"Waymo May 3, 2023 (PDF)",Waymo,2023-05-03,2023,https://www.dmv.ca.gov/portal/file/waymo_050323-pdf/,waymo_050323-pdf,reports/2023/waymo_050323-pdf.pdf
"Cruise May 4, 2023 (PDF)",Cruise,2023-05-04,2023,https://www.dmv.ca.gov/portal/file/cruise_050423-pdf/,cruise_050423-pdf,reports/2023/cruise_050423-pdf.pdf
"Waymo May 6, 2023 (PDF)",Waymo,2023-05-06,2023,https://www.dmv.ca.gov/portal/file/waymo_050623-pdf/,waymo_050623-pdf,reports/2023/waymo_050623-pdf.pdf
"Cruise May 7, 2023 (PDF)",Cruise,2023-05-07,2023,https://www.dmv.ca.gov/portal/file/cruise_050723-pdf/,cruise_050723-pdf,reports/2023/cruise_050723-pdf.pdf
"Waymo May 7, 2023 (PDF)",Waymo,2023-05-07,2023,https://www.dmv.ca.gov/portal/file/waymo_050723-pdf/,waymo_050723-pdf,reports/2023/waymo_050723-pdf.pdf
"Apple May 11, 2023 (PDF)",Apple,2023-05-11,2023,https://www.dmv.ca.gov/portal/file/apple_051123-pdf/,apple_051123-pdf,reports/2023/apple_051123-pdf.pdf
"Zoox May 17, 2023 (PDF)",Zoox,2023-05-17,2023,https://www.dmv.ca.gov/portal/file/zoox_051723-pdf/,zoox_051723-pdf,reports/2023/zoox_051723-pdf.pdf
"Cruise May 18, 2023 (PDF)",Cruise,2023-05-18,2023,https://www.dmv.ca.gov/portal/file/cruise_051823-pdf/,cruise_051823-pdf,reports/2023/cruise_051823-pdf.pdf
"Zoox May 20, 2023 (PDF)",Zoox,2023-05-20,2023,https://www.dmv.ca.gov/portal/file/zoox_052023-pdf/,zoox_052023-pdf,reports/2023/zoox_052023-pdf.pdf
"Cruise May 21, 2023 (PDF)",Cruise,2023-05-21,2023,https://www.dmv.ca.gov/portal/file/cruise_052123-pdf/,cruise_052123-pdf,reports/2023/cruise_052123-pdf.pdf
"Waymo May 21, 2023 (PDF)",Waymo,2023-05-21,2023,https://www.dmv.ca.gov/portal/file/waymo_052123-pdf/,waymo_052123-pdf,reports/2023/waymo_052123-pdf.pdf
"Mercedes Benz May 30, 2023 (PDF)",Mercedes Benz,2023-05-30,2023,https://www.dmv.ca.gov/portal/file/mercedes-benz_053023-pdf/,mercedes-benz_053023-pdf,reports/2023/mercedes-benz_053023-pdf.pdf
"Mercedes Benz June 1, 2023 (PDF)",Mercedes Benz,2023-06-01,2023,https://www.dmv.ca.gov/portal/file/mercedes-benz_060123-pdf/,mercedes-benz_060123-pdf,reports/2023/mercedes-benz_060123-pdf.pdf
"Pony.ai June 5, 2023 (PDF)",Pony.ai,2023-06-05,2023,https://www.dmv.ca.gov/portal/file/pony-ai_060523-pdf/,pony-ai_060523-pdf,reports/2023/pony-ai_060523-pdf.pdf
"Waymo June 5, 2023 (PDF)",Waymo,2023-06-05,2023,https://www.dmv.ca.gov/portal/file/waymo_060523-pdf/,waymo_060523-pdf,reports/2023/waymo_060523-pdf.pdf
"Cruise June 8, 2023 (PDF)",Cruise,2023-06-08,2023,https://www.dmv.ca.gov/portal/file/cruise_060823-pdf/,cruise_060823-pdf,reports/2023/cruise_060823-pdf.pdf
"WeRide June 8, 2023 (PDF)",WeRide,2023-06-08,2023,https://www.dmv.ca.gov/portal/file/weride_060823-pdf/,weride_060823-pdf,reports/2023/weride_060823-pdf.pdf
"Cruise June 9, 2023 (PDF)",Cruise,2023-06-09,2023,https://www.dmv.ca.gov/portal/file/cruise_060923-pdf/,cruise_060923-pdf,reports/2023/cruise_060923-pdf.pdf
"Waymo June 9, 2023 (PDF)",Waymo,2023-06-09,2023,https://www.dmv.ca.gov/portal/file/waymo_060923-pdf/,waymo_060923-pdf,reports/2023/waymo_060923-pdf.pdf
"Waymo June 11, 2023 (PDF)",Waymo,2023-06-11,2023,https://www.dmv.ca.gov/portal/file/waymo_061123-pdf/,waymo_061123-pdf,reports/2023/waymo_061123-pdf.pdf
"Cruise June 15, 2023 (PDF)",Cruise,2023-06-15,2023,https://www.dmv.ca.gov/portal/file/cruise_061523-pdf/,cruise_061523-pdf,reports/2023/cruise_061523-pdf.pdf
"Cruise June 17, 2023 (2) (PDF)",Cruise,2023-06-17,2023,https://www.dmv.ca.gov/portal/file/cruise_061723-2-pdf/,cruise_061723-2-pdf,reports/2023/cruise_061723-2-pdf.pdf
"Cruise, June 17, 2023 (1) (PDF)","Cruise,",2023-06-17,2023,https://www.dmv.ca.gov/portal/file/cruise_061723-pdf/,cruise_061723-pdf,reports/2023/cruise_061723-pdf.pdf
"Waymo June 18, 2023 (PDF)",Waymo,2023-06-18,2023,https://www.dmv.ca.gov/portal/file/waymo_06182023-pdf/,waymo_06182023-pdf,reports/2023/waymo_06182023-pdf.pdf
"Zoox June 18, 2023 (PDF)",Zoox,2023-06-18,2023,https://www.dmv.ca.gov/portal/file/zoox_06182023-pdf/,zoox_06182023-pdf,reports/2023/zoox_06182023-pdf.pdf
"Cruise June 24, 2023 (PDF)",Cruise,2023-06-24,2023,https://www.dmv.ca.gov/portal/file/cruise_06242023-pdf/,cruise_06242023-pdf,reports/2023/cruise_06242023-pdf.pdf
Waymo June 28. 2023 (PDF),Waymo,2023-06-28,2023,https://www.dmv.ca.gov/portal/file/waymo_062823-pdf/,waymo_062823-pdf,reports/2023/waymo_062823-pdf.pdf
"Apollo Autonomous Driving June 29, 2023 (PDF)",Apollo Autonomous Driving,2023-06-29,2023,https://www.dmv.ca.gov/portal/file/apollo_autonomous_driving_06292023-pdf/,apollo_autonomous_driving_06292023-pdf,reports/2023/apollo_autonomous_driving_06292023-pdf.pdf
"Cruise June 29, 2023 (PDF)",Cruise,2023-06-29,2023,https://www.dmv.ca.gov/portal/file/cruise_062923-pdf/,cruise_062923-pdf,reports/2023/cruise_062923-pdf.pdf
"Waymo June 29, 2023 (2) (PDF)",Waymo,2023-06-29,2023,https://www.dmv.ca.gov/portal/file/waymo_06292023-2-pdf/,waymo_06292023-2-pdf,reports/2023/waymo_06292023-2-pdf.pdf
"Waymo June 29, 2023 (1) (PDF)",Waymo,2023-06-29,2023,https://www.dmv.ca.gov/portal/file/waymo_062923-1-pdf/,waymo_062923-1-pdf,reports/2023/waymo_062923-1-pdf.pdf
"Cruise July 2, 2023 (PDF)",Cruise,2023-07-02,2023,https://www.dmv.ca.gov/portal/file/cruise_070223-pdf/,cruise_070223-pdf,reports/2023/cruise_070223-pdf.pdf
"Waymo July 3, 2023 (PDF)",Waymo,2023-07-03,2023,https://www.dmv.ca.gov/portal/file/waymo_070323-pdf/,waymo_070323-pdf,reports/2023/waymo_070323-pdf.pdf
"Waymo July 8, 2023 (PDF)",Waymo,2023-07-08,2023,https://www.dmv.ca.gov/portal/file/waymo_070823-pdf/,waymo_070823-pdf,reports/2023/waymo_070823-pdf.pdf
"Waymo July 11, 2023 (PDF)",Waymo,2023-07-11,2023,https://www.dmv.ca.gov/portal/file/waymo_071123-pdf/,waymo_071123-pdf,reports/2023/waymo_071123-pdf.pdf
"Cruise July 21, 2023 (A) (PDF)",Cruise,2023-07-21,2023,https://www.dmv.ca.gov/portal/file/cruise_07212023-a-pdf/,cruise_07212023-a-pdf,reports/2023/cruise_07212023-a-pdf.pdf
"Cruise July 21, 2023 (B) (PDF)",Cruise,2023-07-21,2023,https://www.dmv.ca.gov/portal/file/cruise_07212023-b-pdf/,cruise_07212023-b-pdf,reports/2023/cruise_07212023-b-pdf.pdf
"Waymo July 21, 2023 (PDF)",Waymo,2023-07-21,2023,https://www.dmv.ca.gov/portal/file/waymo_07212023-pdf/,waymo_07212023-pdf,reports/2023/waymo_07212023-pdf.pdf
"Waymo July 22, 2023 (PDF)",Waymo,2023-07-22,2023,https://www.dmv.ca.gov/portal/file/waymo_07222023-pdf/,waymo_07222023-pdf,reports/2023/waymo_07222023-pdf.pdf
"Nuro July 24, 2023 (PDF)",Nuro,2023-07-24,2023,https://www.dmv.ca.gov/portal/file/nuro_07242023-pdf/,nuro_07242023-pdf,reports/2023/nuro_07242023-pdf.pdf
"Waymo July 25, 2023 (PDF)",Waymo,2023-07-25,2023,https://www.dmv.ca.gov/portal/file/waymo_07252023-pdf/,waymo_07252023-pdf,reports/2023/waymo_07252023-pdf.pdf
"Cruise July 28, 2023 (PDF)",Cruise,2023-07-28,2023,https://www.dmv.ca.gov/portal/file/cruise_07282023-pdf/,cruise_07282023-pdf,reports/2023/cruise_07282023-pdf.pdf
"Waymo July 29, 2023 (PDF)",Waymo,2023-07-29,2023,https://www.dmv.ca.gov/portal/file/waymo_07292023-pdf/,waymo_07292023-pdf,reports/2023/waymo_07292023-pdf.pdf
"Cruise July 30, 2023 (PDF)",Cruise,2023-07-30,2023,https://www.dmv.ca.gov/portal/file/cruise_07302023-pdf/,cruise_07302023-pdf,reports/2023/cruise_07302023-pdf.pdf
"Waymo August 2, 2023 (PDF)",Waymo,2023-08-02,2023,https://www.dmv.ca.gov/portal/file/waymo_08022023-pdf/,waymo_08022023-pdf,reports/2023/waymo_08022023-pdf.pdf
"Cruise August 8, 2023 (PDF)",Cruise,2023-08-08,2023,https://www.dmv.ca.gov/portal/file/cruise_08082023-pdf/,cruise_08082023-pdf,reports/2023/cruise_08082023-pdf.pdf
"Waymo August 11, 2023 (PDF)",Waymo,2023-08-11,2023,https://www.dmv.ca.gov/portal/file/waymo_08112023-pdf/,waymo_08112023-pdf,reports/2023/waymo_08112023-pdf.pdf
"WeRide August 11, 2023 (PDF)",WeRide,2023-08-11,2023,https://www.dmv.ca.gov/portal/file/weride_08112023-pdf/,weride_08112023-pdf,reports/2023/weride_08112023-pdf.pdf
"Waymo August 13, 2023 (PDF)",Waymo,2023-08-13,2023,https://www.dmv.ca.gov/portal/file/waymo_08132023-pdf/,waymo_08132023-pdf,reports/2023/waymo_08132023-pdf.pdf
"Cruise August 14, 2023 (PDF)",Cruise,2023-08-14,2023,https://www.dmv.ca.gov/portal/file/cruise_08142023-pdf/,cruise_08142023-pdf,reports/2023/cruise_08142023-pdf.pdf
"Ghost Autonomy Inc, August 14, 2023 (PDF)","Ghost Autonomy Inc,",2023-08-14,2023,https://www.dmv.ca.gov/portal/file/ghostautonomy_08142023-pdf/,ghostautonomy_08142023-pdf,reports/2023/ghostautonomy_08142023-pdf.pdf
"Zoox August 16, 2023 (PDF)",Zoox,2023-08-16,2023,https://www.dmv.ca.gov/portal/file/zoox_08162023-pdf/,zoox_08162023-pdf,reports/2023/zoox_08162023-pdf.pdf
"Cruise August 17, 2023 (PDF)",Cruise,2023-08-17,2023,https://www.dmv.ca.gov/portal/file/cruise_08172023-pdf/,cruise_08172023-pdf,reports/2023/cruise_08172023-pdf.pdf
"Waymo August 17, 2023 (PDF)",Waymo,2023-08-17,2023,https://www.dmv.ca.gov/portal/file/waymo_08172023-pdf/,waymo_08172023-pdf,reports/2023/waymo_08172023-pdf.pdf
"Cruise August 18, 2023 (PDF)",Cruise,2023-08-18,2023,https://www.dmv.ca.gov/portal/file/cruise_08182023-pdf/,cruise_08182023-pdf,reports/2023/cruise_08182023-pdf.pdf
"Mercedes Benz August 18, 2023 (PDF)",Mercedes Benz,2023-08-18,2023,https://www.dmv.ca.gov/portal/file/mercedesbenz_08182023-pdf/,mercedesbenz_08182023-pdf,reports/2023/mercedesbenz_08182023-pdf.pdf
"Waymo August 19, 2023 (PDF)",Waymo,2023-08-19,2023,https://www.dmv.ca.gov/portal/file/waymo_08192023-pdf/,waymo_08192023-pdf,reports/2023/waymo_08192023-pdf.pdf
"Waymo August 20, 2023 (PDF)",Waymo,2023-08-20,2023,https://www.dmv.ca.gov/portal/file/waymo_08202023-pdf/,waymo_08202023-pdf,reports/2023/waymo_08202023-pdf.pdf
"Beep Inc August 23, 2023 (PDF)",Beep Inc,2023-08-23,2023,https://www.dmv.ca.gov/portal/file/beepinc_08232023-pdf/,beepinc_08232023-pdf,reports/2023/beepinc_08232023-pdf.pdf
"Waymo August 23, 2023 (PDF)",Waymo,2023-08-23,2023,https://www.dmv.ca.gov/portal/file/waymo_08232023-pdf/,waymo_08232023-pdf,reports/2023/waymo_08232023-pdf.pdf
"Waymo August 24, 2023 (PDF)",Waymo,2023-08-24,2023,https://www.dmv.ca.gov/portal/file/waymo_08242023-pdf/,waymo_08242023-pdf,reports/2023/waymo_08242023-pdf.pdf
"Waymo September 3, 2023 (PDF)",Waymo,2023-09-03,2023,https://www.dmv.ca.gov/portal/file/waymo_09032023-pdf/,waymo_09032023-pdf,reports/2023/waymo_09032023-pdf.pdf
"Apollo Autonomous Driving September 6, 2023 (PDF)",Apollo Autonomous Driving,2023-09-06,2023,https://www.dmv.ca.gov/portal/file/apollo_autonomous_driving_09062023-pdf/,apollo_autonomous_driving_09062023-pdf,reports/2023/apollo_autonomous_driving_09062023-pdf.pdf
"Cruise September 11, 2023 (PDF)",Cruise,2023-09-11,2023,https://www.dmv.ca.gov/portal/file/cruise_09112023-pdf/,cruise_09112023-pdf,reports/2023/cruise_09112023-pdf.pdf
"Waymo September 11, 2023 (PDF)",Waymo,2023-09-11,2023,https://www.dmv.ca.gov/portal/file/waymo_09112023-pdf/,waymo_09112023-pdf,reports/2023/waymo_09112023-pdf.pdf
"Zoox September 11, 2023 (PDF)",Zoox,2023-09-11,2023,https://www.dmv.ca.gov/portal/file/zoox_09112023-pdf/,zoox_09112023-pdf,reports/2023/zoox_09112023-pdf.pdf
"Pony.ai September 15, 2023 (PDF)",Pony.ai,2023-09-15,2023,https://www.dmv.ca.gov/portal/file/pony-ai_09152023-pdf/,pony-ai_09152023-pdf,reports/2023/pony-ai_09152023-pdf.pdf
"Cruise September 25, 2023 (PDF)",Cruise,2023-09-25,2023,https://www.dmv.ca.gov/portal/file/cruise_09252023-pdf/,cruise_09252023-pdf,reports/2023/cruise_09252023-pdf.pdf
"Apple September 26, 2023 (PDF)",Apple,2023-09-26,2023,https://www.dmv.ca.gov/portal/file/apple_09262023-pdf/,apple_09262023-pdf,reports/2023/apple_09262023-pdf.pdf
"Cruise September 27, 2023 (PDF)",Cruise,2023-09-27,2023,https://www.dmv.ca.gov/portal/file/cruise_09272023-pdf/,cruise_09272023-pdf,reports/2023/cruise_09272023-pdf.pdf
"WeRide September 28, 2023 (PDF)",WeRide,2023-09-28,2023,https://www.dmv.ca.gov/portal/file/weride_09282023-pdf/,weride_09282023-pdf,reports/2023/weride_09282023-pdf.pdf
"Apple September 29, 2023 (PDF)",Apple,2023-09-29,2023,https://www.dmv.ca.gov/portal/file/apple_09292023-pdf/,apple_09292023-pdf,reports/2023/apple_09292023-pdf.pdf
"Waymo September 30, 2023 (PDF)",Waymo,2023-09-30,2023,https://www.dmv.ca.gov/portal/file/waymo_09302023-pdf/,waymo_09302023-pdf,reports/2023/waymo_09302023-pdf.pdf
"Cruise October 6, 2023 (PDF)",Cruise,2023-10-06,2023,https://www.dmv.ca.gov/portal/file/cruise_10062023-pdf/,cruise_10062023-pdf,reports/2023/cruise_10062023-pdf.pdf
